index,Height,Height (m),Weight,BMI
7422,162,1.62,34,12.95534217
7423,146,1.46,62,29.08613248
7424,173,1.73,69,23.05456246
7425,166,1.66,38,13.79010016
7426,167,1.67,34,12.19118649
7427,146,1.46,87,40.81441171
7428,157,1.57,41,16.63353483
7429,166,1.66,93,33.74945565
7430,178,1.78,83,26.19618735
7431,155,1.55,89,37.04474506
7432,140,1.4,68,34.69387755
7433,145,1.45,57,27.11058264
7434,147,1.47,83,38.40992179
7435,168,1.68,28,9.920634921
7436,161,1.61,79,30.47721924
7437,168,1.68,57,20.19557823
7438,172,1.72,75,25.35154137
7439,171,1.71,95,32.48862898
7440,179,1.79,38,11.85980463
7441,141,1.41,75,37.72446054
7442,142,1.42,73,36.2031343
7443,148,1.48,100,45.65376187
7444,174,1.74,69,22.79032897
7445,178,1.78,29,9.152884737
7446,178,1.78,67,21.14631991
7447,171,1.71,57,19.49317739
7448,165,1.65,88,32.32323232
7449,177,1.77,25,7.979826997
7450,146,1.46,53,24.86395196
7451,174,1.74,61,20.14797199
7452,173,1.73,96,32.07591299
7453,146,1.46,90,42.22180522
7454,142,1.42,25,12.39833366
7455,151,1.51,100,43.85772554
7456,166,1.66,100,36.28973726
7457,141,1.41,32,16.09576983
7458,157,1.57,29,11.76518317
7459,146,1.46,78,36.59223119
7460,145,1.45,88,41.8549346
7461,160,1.6,90,35.15625
7462,150,1.5,58,25.77777778
7463,168,1.68,31,10.98356009
7464,160,1.6,38,14.84375
7465,166,1.66,34,12.33851067
7466,145,1.45,31,14.74435196
7467,150,1.5,30,13.33333333
7468,143,1.43,29,14.18162257
7469,150,1.5,46,20.44444444
7470,177,1.77,85,27.13141179
7471,155,1.55,39,16.23309053
7472,154,1.54,36,15.17962557
7473,162,1.62,48,18.28989483
7474,161,1.61,36,13.88835307
7475,146,1.46,62,29.08613248
7476,170,1.7,54,18.68512111
7477,157,1.57,71,28.80441397
7478,173,1.73,70,23.38868656
7479,172,1.72,35,11.83071931
7480,169,1.69,100,35.01277966
7481,170,1.7,97,33.56401384
7482,166,1.66,93,33.74945565
7483,158,1.58,30,12.01730492
7484,168,1.68,98,34.72222222
7485,175,1.75,57,18.6122449
7486,150,1.5,67,29.77777778
7487,178,1.78,88,27.77427093
7488,171,1.71,39,13.33743716
7489,156,1.56,45,18.49112426
7490,169,1.69,96,33.61226848
7491,170,1.7,68,23.52941176
7492,155,1.55,91,37.87721124
7493,177,1.77,39,12.44853012
7494,178,1.78,96,30.29920465
7495,146,1.46,30,14.07393507
7496,163,1.63,29,10.9149761
7497,173,1.73,66,22.05219018
7498,155,1.55,84,34.9635796
7499,156,1.56,58,23.8330046
7500,174,1.74,46,15.19355265
7501,168,1.68,62,21.96712018
7502,164,1.64,44,16.35930993
7503,154,1.54,33,13.91465677
7504,156,1.56,73,29.99671269
7505,150,1.5,29,12.88888889
7506,168,1.68,55,19.48696145
7507,162,1.62,38,14.47950008
7508,166,1.66,53,19.23356075
7509,150,1.5,27,12
7510,164,1.64,75,27.88518739
7511,164,1.64,51,18.96192742
7512,151,1.51,63,27.63036709
7513,169,1.69,75,26.25958475
7514,153,1.53,41,17.51463112
7515,168,1.68,58,20.54988662
7516,170,1.7,58,20.06920415
7517,147,1.47,73,33.78222037
7518,142,1.42,77,38.18686768
7519,150,1.5,60,26.66666667
7520,162,1.62,62,23.62444749
7521,171,1.71,39,13.33743716
7522,147,1.47,82,37.94715165
7523,144,1.44,87,41.95601852
7524,160,1.6,88,34.375
7525,180,1.8,83,25.61728395
7526,159,1.59,32,12.65772715
7527,147,1.47,28,12.95756398
7528,175,1.75,51,16.65306122
7529,150,1.5,25,11.11111111
7530,162,1.62,77,29.34003963
7531,149,1.49,86,38.73699383
7532,176,1.76,58,18.72417355
7533,175,1.75,92,30.04081633
7534,163,1.63,81,30.48665738
7535,166,1.66,83,30.12048193
7536,159,1.59,49,19.38214469
7537,177,1.77,25,7.979826997
7538,142,1.42,73,36.2031343
7539,156,1.56,86,35.33859303
7540,154,1.54,33,13.91465677
7541,141,1.41,95,47.78431668
7542,158,1.58,29,11.61672809
7543,175,1.75,28,9.142857143
7544,178,1.78,74,23.35563691
7545,161,1.61,94,36.26403302
7546,173,1.73,57,19.04507334
7547,159,1.59,70,27.68877813
7548,163,1.63,75,28.22838647
7549,171,1.71,99,33.85657125
7550,177,1.77,94,30.00414951
7551,154,1.54,97,40.90065778
7552,179,1.79,77,24.03170937
7553,142,1.42,57,28.26820075
7554,143,1.43,35,17.11575138
7555,159,1.59,31,12.26217317
7556,147,1.47,39,18.04803554
7557,150,1.5,100,44.44444444
7558,146,1.46,78,36.59223119
7559,141,1.41,46,23.13766913
7560,158,1.58,82,32.84730011
7561,170,1.7,41,14.18685121
7562,173,1.73,27,9.02135053
7563,153,1.53,97,41.43705412
7564,153,1.53,31,13.24276987
7565,177,1.77,88,28.08899103
7566,158,1.58,65,26.03749399
7567,167,1.67,38,13.62544372
7568,155,1.55,44,18.31425598
7569,171,1.71,81,27.70083102
7570,142,1.42,46,22.81293394
7571,166,1.66,29,10.52402381
7572,172,1.72,69,23.32341806
7573,150,1.5,90,40
7574,142,1.42,70,34.71533426
7575,177,1.77,74,23.62028791
7576,166,1.66,86,31.20917405
7577,169,1.69,40,14.00511187
7578,173,1.73,49,16.37208059
7579,172,1.72,47,15.88696593
7580,176,1.76,61,19.69266529
7581,170,1.7,62,21.4532872
7582,166,1.66,83,30.12048193
7583,149,1.49,39,17.56677627
7584,165,1.65,42,15.42699725
7585,171,1.71,81,27.70083102
7586,140,1.4,77,39.28571429
7587,178,1.78,76,23.98687034
7588,144,1.44,62,29.89969136
7589,153,1.53,53,22.64086462
7590,166,1.66,73,26.4915082
7591,169,1.69,91,31.86162949
7592,147,1.47,70,32.39390994
7593,160,1.6,85,33.203125
7594,148,1.48,61,27.84879474
7595,151,1.51,68,29.82325337
7596,164,1.64,39,14.50029744
7597,174,1.74,63,20.80856124
7598,174,1.74,92,30.3871053
7599,156,1.56,61,25.06574622
7600,149,1.49,72,32.43097158
7601,172,1.72,68,22.98539751
7602,154,1.54,39,16.44459437
7603,166,1.66,83,30.12048193
7604,164,1.64,61,22.67995241
7605,147,1.47,98,45.35147392
7606,143,1.43,97,47.4350824
7607,155,1.55,46,19.14672216
7608,144,1.44,100,48.22530864
7609,174,1.74,45,14.86325803
7610,155,1.55,83,34.54734651
7611,161,1.61,61,23.53304271
7612,174,1.74,36,11.89060642
7613,176,1.76,89,28.73192149
7614,159,1.59,49,19.38214469
7615,173,1.73,49,16.37208059
7616,156,1.56,64,26.29848784
7617,155,1.55,40,16.64932362
7618,157,1.57,85,34.48415757
7619,177,1.77,56,17.87481247
7620,144,1.44,78,37.61574074
7621,179,1.79,55,17.16550669
7622,166,1.66,83,30.12048193
7623,153,1.53,68,29.0486565
7624,146,1.46,100,46.91311691
7625,141,1.41,54,27.16161159
7626,163,1.63,91,34.25044224
7627,153,1.53,64,27.339912
7628,163,1.63,84,31.61579284
7629,172,1.72,27,9.126554895
7630,160,1.6,73,28.515625
7631,147,1.47,59,27.30343838
7632,174,1.74,45,14.86325803
7633,146,1.46,32,15.01219741
7634,148,1.48,92,42.00146092
7635,176,1.76,94,30.34607438
7636,165,1.65,64,23.50780533
7637,151,1.51,85,37.27906671
7638,141,1.41,66,33.19752528
7639,149,1.49,35,15.76505563
7640,156,1.56,76,31.22945431
7641,176,1.76,37,11.9447314
7642,168,1.68,33,11.69217687
7643,149,1.49,76,34.23269222
7644,174,1.74,62,20.47826661
7645,170,1.7,33,11.41868512
7646,145,1.45,68,32.34244946
7647,164,1.64,31,11.52587745
7648,140,1.4,31,15.81632653
7649,175,1.75,91,29.71428571
7650,166,1.66,85,30.84627667
7651,169,1.69,67,23.45856238
7652,156,1.56,80,32.8731098
7653,157,1.57,57,23.12467037
7654,158,1.58,48,19.22768787
7655,140,1.4,62,31.63265306
7656,150,1.5,42,18.66666667
7657,150,1.5,55,24.44444444
7658,144,1.44,34,16.39660494
7659,157,1.57,98,39.7582052
7660,166,1.66,52,18.87066338
7661,161,1.61,47,18.13201651
7662,175,1.75,35,11.42857143
7663,178,1.78,85,26.82742078
7664,149,1.49,64,28.82753029
7665,147,1.47,52,24.06404739
7666,160,1.6,96,37.5
7667,152,1.52,98,42.41689751
7668,170,1.7,71,24.56747405
7669,165,1.65,60,22.03856749
7670,174,1.74,96,31.70828379
7671,148,1.48,93,42.45799854
7672,168,1.68,31,10.98356009
7673,153,1.53,37,15.80588662
7674,162,1.62,86,32.76939491
7675,162,1.62,47,17.90885536
7676,166,1.66,68,24.67702134
7677,164,1.64,66,24.5389649
7678,142,1.42,39,19.34140052
7679,175,1.75,94,30.69387755
7680,150,1.5,39,17.33333333
7681,145,1.45,39,18.54934602
7682,177,1.77,79,25.21625331
7683,145,1.45,77,36.62306778
7684,158,1.58,91,36.45249159
7685,148,1.48,73,33.32724617
7686,151,1.51,31,13.59589492
7687,167,1.67,75,26.89232314
7688,144,1.44,67,32.31095679
7689,156,1.56,78,32.05128205
7690,163,1.63,83,31.23941436
7691,142,1.42,72,35.70720095
7692,165,1.65,62,22.77318641
7693,171,1.71,95,32.48862898
7694,179,1.79,66,20.59860803
7695,173,1.73,26,8.687226436
7696,158,1.58,63,25.23634033
7697,179,1.79,67,20.91070816
7698,158,1.58,34,13.61961224
7699,142,1.42,96,47.60960127
7700,158,1.58,68,27.23922448
7701,148,1.48,62,28.30533236
7702,175,1.75,98,32
7703,156,1.56,40,16.4365549
7704,179,1.79,28,8.738803408
7705,171,1.71,39,13.33743716
7706,143,1.43,64,31.29737395
7707,164,1.64,47,17.47471743
7708,161,1.61,76,29.31985649
7709,177,1.77,66,21.06674327
7710,166,1.66,27,9.798229061
7711,164,1.64,40,14.87209994
7712,176,1.76,56,18.0785124
7713,151,1.51,86,37.71764396
7714,157,1.57,36,14.60505497
7715,148,1.48,60,27.39225712
7716,155,1.55,39,16.23309053
7717,154,1.54,56,23.61275089
7718,160,1.6,72,28.125
7719,141,1.41,44,22.13168352
7720,180,1.8,74,22.83950617
7721,166,1.66,87,31.57207142
7722,141,1.41,100,50.29928072
7723,177,1.77,36,11.49095088
7724,141,1.41,51,25.65263317
7725,177,1.77,87,27.76979795
7726,161,1.61,67,25.84776822
7727,141,1.41,38,19.11372667
7728,167,1.67,35,12.5497508
7729,157,1.57,95,38.54111729
7730,142,1.42,91,45.12993454
7731,158,1.58,47,18.82711104
7732,176,1.76,97,31.31456612
7733,179,1.79,49,15.29290596
7734,160,1.6,74,28.90625
7735,142,1.42,73,36.2031343
7736,154,1.54,80,33.73250126
7737,150,1.5,65,28.88888889
7738,163,1.63,39,14.67876096
7739,140,1.4,34,17.34693878
7740,145,1.45,49,23.30558859
7741,156,1.56,75,30.81854043
7742,144,1.44,39,18.80787037
7743,166,1.66,56,20.32225287
7744,162,1.62,83,31.62627648
7745,179,1.79,44,13.73240536
7746,170,1.7,55,19.03114187
7747,177,1.77,74,23.62028791
7748,159,1.59,48,18.98659072
7749,160,1.6,48,18.75
7750,159,1.59,57,22.54657648
7751,167,1.67,77,27.60945176
7752,177,1.77,79,25.21625331
7753,169,1.69,97,33.96239627
7754,159,1.59,25,9.888849333
7755,173,1.73,97,32.41003709
7756,172,1.72,35,11.83071931
7757,179,1.79,70,21.84700852
7758,148,1.48,25,11.41344047
7759,179,1.79,68,21.22280828
7760,152,1.52,95,41.11842105
7761,157,1.57,34,13.79366303
7762,151,1.51,71,31.13898513
7763,153,1.53,90,38.44675125
7764,159,1.59,96,37.97318144
7765,164,1.64,62,23.05175491
7766,169,1.69,99,34.66265187
7767,164,1.64,93,34.57763236
7768,176,1.76,62,20.01549587
7769,149,1.49,54,24.32322868
7770,166,1.66,98,35.56394252
7771,175,1.75,62,20.24489796
7772,163,1.63,98,36.88509165
7773,178,1.78,34,10.73096831
7774,166,1.66,28,10.16112643
7775,144,1.44,100,48.22530864
7776,142,1.42,74,36.69906765
7777,180,1.8,71,21.91358025
7778,172,1.72,75,25.35154137
7779,167,1.67,88,31.55365915
7780,170,1.7,64,22.14532872
7781,157,1.57,42,17.0392308
7782,176,1.76,90,29.05475207
7783,143,1.43,85,41.56682478
7784,176,1.76,58,18.72417355
7785,167,1.67,80,28.68514468
7786,154,1.54,59,24.87771968
7787,147,1.47,79,36.55884122
7788,144,1.44,50,24.11265432
7789,156,1.56,75,30.81854043
7790,168,1.68,32,11.33786848
7791,142,1.42,42,20.82920056
7792,164,1.64,83,30.85960738
7793,156,1.56,82,33.69493754
7794,160,1.6,30,11.71875
7795,161,1.61,72,27.77670615
7796,179,1.79,39,12.17190475
7797,176,1.76,46,14.85020661
7798,176,1.76,54,17.43285124
7799,142,1.42,29,14.38206705
7800,178,1.78,80,25.2493372
7801,152,1.52,83,35.92451524
7802,157,1.57,52,21.09619051
7803,173,1.73,94,31.40766481
7804,170,1.7,68,23.52941176
7805,159,1.59,39,15.42660496
7806,152,1.52,74,32.02908587
7807,173,1.73,58,19.37919743
7808,152,1.52,63,27.26800554
7809,164,1.64,78,29.00059488
7810,147,1.47,58,26.84066824
7811,148,1.48,81,36.97954711
7812,143,1.43,56,27.38520221
7813,167,1.67,76,27.25088745
7814,168,1.68,79,27.99036281
7815,144,1.44,48,23.14814815
7816,158,1.58,39,15.62249639
7817,175,1.75,74,24.16326531
7818,159,1.59,52,20.56880661
7819,179,1.79,99,30.89791205
7820,142,1.42,41,20.33326721
7821,173,1.73,69,23.05456246
7822,164,1.64,48,17.84651993
7823,142,1.42,28,13.8861337
7824,174,1.74,86,28.40533756
7825,162,1.62,78,29.7210791
7826,180,1.8,77,23.7654321
7827,163,1.63,61,22.95908766
7828,175,1.75,99,32.32653061
7829,162,1.62,64,24.38652644
7830,152,1.52,65,28.13365651
7831,151,1.51,85,37.27906671
7832,179,1.79,77,24.03170937
7833,163,1.63,59,22.20633069
7834,179,1.79,91,28.40111108
7835,180,1.8,69,21.2962963
7836,152,1.52,48,20.77562327
7837,142,1.42,56,27.77226741
7838,172,1.72,78,26.36560303
7839,173,1.73,40,13.36496375
7840,178,1.78,79,24.93372049
7841,146,1.46,38,17.82698442
7842,178,1.78,78,24.61810377
7843,157,1.57,29,11.76518317
7844,160,1.6,94,36.71875
7845,146,1.46,64,30.02439482
7846,155,1.55,36,14.98439126
7847,172,1.72,76,25.68956193
7848,149,1.49,38,17.11634611
7849,158,1.58,55,22.03172568
7850,171,1.71,69,23.59700421
7851,150,1.5,42,18.66666667
7852,154,1.54,40,16.86625063
7853,173,1.73,93,31.07354071
7854,151,1.51,87,38.15622122
7855,163,1.63,99,37.26147013
7856,160,1.6,27,10.546875
7857,180,1.8,97,29.9382716
7858,159,1.59,53,20.96436059
7859,147,1.47,36,16.65972511
7860,140,1.4,88,44.89795918
7861,169,1.69,31,10.8539617
7862,157,1.57,29,11.76518317
7863,160,1.6,56,21.875
7864,150,1.5,96,42.66666667
7865,176,1.76,42,13.5588843
7866,145,1.45,72,34.24494649
7867,170,1.7,98,33.9100346
7868,149,1.49,83,37.38570335
7869,166,1.66,82,29.75758456
7870,176,1.76,43,13.88171488
7871,172,1.72,46,15.54894538
7872,158,1.58,46,18.42653421
7873,169,1.69,91,31.86162949
7874,170,1.7,45,15.57093426
7875,166,1.66,86,31.20917405
7876,150,1.5,93,41.33333333
7877,140,1.4,39,19.89795918
7878,146,1.46,91,42.69093639
7879,167,1.67,84,30.11940191
7880,143,1.43,83,40.58878185
7881,177,1.77,86,27.45060487
7882,150,1.5,36,16
7883,179,1.79,37,11.5477045
7884,154,1.54,60,25.29937595
7885,175,1.75,70,22.85714286
7886,170,1.7,53,18.33910035
7887,143,1.43,36,17.60477285
7888,156,1.56,52,21.36752137
7889,167,1.67,44,15.77682957
7890,175,1.75,67,21.87755102
7891,158,1.58,27,10.81557443
7892,141,1.41,56,28.1675972
7893,165,1.65,41,15.05968779
7894,145,1.45,77,36.62306778
7895,150,1.5,69,30.66666667
7896,169,1.69,37,12.95472848
7897,179,1.79,50,15.60500609
7898,155,1.55,94,39.12591051
7899,148,1.48,84,38.34915997
7900,159,1.59,36,14.23994304
7901,143,1.43,97,47.4350824
7902,144,1.44,81,39.0625
7903,152,1.52,83,35.92451524
7904,157,1.57,79,32.04998174
7905,148,1.48,77,35.15339664
7906,157,1.57,78,31.64428577
7907,172,1.72,34,11.49269876
7908,177,1.77,35,11.1717578
7909,161,1.61,27,10.4162648
7910,171,1.71,96,32.83061455
7911,155,1.55,62,25.80645161
7912,172,1.72,37,12.50676041
7913,167,1.67,36,12.90831511
7914,142,1.42,38,18.84546717
7915,155,1.55,100,41.62330905
7916,159,1.59,96,37.97318144
7917,162,1.62,91,34.67459229
7918,166,1.66,94,34.11235303
7919,180,1.8,99,30.55555556
7920,150,1.5,94,41.77777778
7921,176,1.76,31,10.00774793
7922,141,1.41,47,23.64066194
7923,170,1.7,59,20.41522491
7924,142,1.42,79,39.17873438
7925,148,1.48,69,31.50109569
7926,180,1.8,68,20.98765432
7927,157,1.57,72,29.21010994
7928,155,1.55,82,34.13111342
7929,164,1.64,36,13.38488995
7930,147,1.47,89,41.18654264
7931,172,1.72,84,28.39372634
7932,165,1.65,66,24.24242424
7933,160,1.6,94,36.71875
7934,141,1.41,98,49.29329511
7935,170,1.7,31,10.7266436
7936,179,1.79,97,30.27371181
7937,154,1.54,58,24.45606342
7938,164,1.64,54,20.07733492
7939,161,1.61,30,11.57362756
7940,148,1.48,56,25.56610665
7941,177,1.77,99,31.60011491
7942,149,1.49,56,25.224089
7943,172,1.72,98,33.12601406
7944,142,1.42,32,15.86986709
7945,180,1.8,37,11.41975309
7946,179,1.79,28,8.738803408
7947,140,1.4,60,30.6122449
7948,143,1.43,90,44.01193212
7949,147,1.47,38,17.5852654
7950,150,1.5,47,20.88888889
7951,165,1.65,59,21.67125803
7952,151,1.51,42,18.42024473
7953,149,1.49,37,16.66591595
7954,174,1.74,48,15.85414189
7955,150,1.5,34,15.11111111
7956,141,1.41,83,41.748403
7957,172,1.72,48,16.22498648
7958,173,1.73,29,9.689598717
7959,154,1.54,53,22.34778209
7960,154,1.54,92,38.79237645
7961,155,1.55,91,37.87721124
7962,171,1.71,74,25.30693205
7963,179,1.79,32,9.987203895
7964,167,1.67,95,34.06360931
7965,151,1.51,61,26.75321258
7966,162,1.62,67,25.52964487
7967,173,1.73,78,26.06167931
7968,154,1.54,80,33.73250126
7969,169,1.69,85,29.76086271
7970,176,1.76,39,12.59039256
7971,152,1.52,74,32.02908587
7972,148,1.48,57,26.02264427
7973,143,1.43,93,45.47899653
7974,179,1.79,44,13.73240536
7975,179,1.79,98,30.58581193
7976,140,1.4,63,32.14285714
7977,163,1.63,59,22.20633069
7978,147,1.47,53,24.52681753
7979,175,1.75,26,8.489795918
7980,174,1.74,32,10.56942793
7981,176,1.76,34,10.97623967
7982,157,1.57,31,12.57657511
7983,179,1.79,55,17.16550669
7984,161,1.61,49,18.90359168
7985,173,1.73,68,22.72043837
7986,144,1.44,91,43.88503086
7987,167,1.67,72,25.81663021
7988,157,1.57,72,29.21010994
7989,150,1.5,77,34.22222222
7990,150,1.5,27,12
7991,142,1.42,66,32.73160087
7992,171,1.71,42,14.36339386
7993,152,1.52,35,15.14889197
7994,163,1.63,31,11.66773307
7995,166,1.66,77,27.94309769
7996,173,1.73,79,26.3958034
7997,148,1.48,98,44.74068663
7998,158,1.58,38,15.22191956
7999,150,1.5,97,43.11111111
8000,141,1.41,55,27.6646044
8001,165,1.65,73,26.81359045
8002,149,1.49,62,27.92666997
8003,160,1.6,100,39.0625
8004,149,1.49,93,41.89000495
8005,147,1.47,52,24.06404739
8006,180,1.8,27,8.333333333
8007,167,1.67,41,14.70113665
8008,155,1.55,38,15.81685744
8009,149,1.49,71,31.98054142
8010,167,1.67,46,16.49395819
8011,156,1.56,90,36.98224852
8012,170,1.7,47,16.26297578
8013,149,1.49,51,22.9719382
8014,165,1.65,34,12.48852158
8015,158,1.58,66,26.43807082
8016,174,1.74,92,30.3871053
8017,176,1.76,49,15.81869835
8018,163,1.63,48,18.06616734
8019,179,1.79,37,11.5477045
8020,171,1.71,91,31.12068671
8021,160,1.6,80,31.25
8022,179,1.79,36,11.23560438
8023,169,1.69,50,17.50638983
8024,141,1.41,78,39.23343896
8025,174,1.74,39,12.88149029
8026,167,1.67,91,32.62935207
8027,175,1.75,49,16
8028,162,1.62,65,24.76756592
8029,164,1.64,70,26.0261749
8030,168,1.68,34,12.04648526
8031,150,1.5,29,12.88888889
8032,146,1.46,87,40.81441171
8033,179,1.79,50,15.60500609
8034,145,1.45,74,35.19619501
8035,149,1.49,31,13.96333498
8036,154,1.54,42,17.70956316
8037,168,1.68,47,16.65249433
8038,154,1.54,56,23.61275089
8039,143,1.43,68,33.25345983
8040,180,1.8,37,11.41975309
8041,171,1.71,64,21.88707637
8042,169,1.69,33,11.55421729
8043,174,1.74,64,21.13885586
8044,167,1.67,69,24.74093729
8045,172,1.72,57,19.26717144
8046,170,1.7,27,9.342560554
8047,155,1.55,53,22.0603538
8048,143,1.43,33,16.13770845
8049,154,1.54,94,39.63568899
8050,163,1.63,65,24.4646016
8051,163,1.63,78,29.35752192
8052,157,1.57,53,21.50188649
8053,170,1.7,71,24.56747405
8054,177,1.77,39,12.44853012
8055,143,1.43,64,31.29737395
8056,153,1.53,81,34.60207612
8057,163,1.63,53,19.94805977
8058,173,1.73,41,13.69908784
8059,164,1.64,97,36.06484236
8060,141,1.41,55,27.6646044
8061,166,1.66,81,29.39468718
8062,168,1.68,68,24.09297052
8063,151,1.51,87,38.15622122
8064,179,1.79,50,15.60500609
8065,161,1.61,70,27.00513097
8066,141,1.41,84,42.25139581
8067,153,1.53,68,29.0486565
8068,145,1.45,75,35.67181926
8069,150,1.5,80,35.55555556
8070,153,1.53,57,24.34960912
8071,140,1.4,64,32.65306122
8072,141,1.41,62,31.18555405
8073,140,1.4,89,45.40816327
8074,158,1.58,68,27.23922448
8075,177,1.77,48,15.32126783
8076,172,1.72,86,29.06976744
8077,167,1.67,32,11.47405787
8078,145,1.45,59,28.06183115
8079,179,1.79,37,11.5477045
8080,144,1.44,97,46.77854938
8081,170,1.7,74,25.60553633
8082,165,1.65,67,24.6097337
8083,143,1.43,66,32.27541689
8084,144,1.44,61,29.41743827
8085,156,1.56,95,39.03681788
8086,147,1.47,47,21.75019668
8087,178,1.78,73,23.0400202
8088,151,1.51,62,27.19178983
8089,145,1.45,91,43.28180737
8090,174,1.74,66,21.79944511
8091,147,1.47,88,40.7237725
8092,147,1.47,49,22.67573696
8093,158,1.58,61,24.43518667
8094,175,1.75,56,18.28571429
8095,143,1.43,90,44.01193212
8096,154,1.54,68,28.67262608
8097,175,1.75,61,19.91836735
8098,154,1.54,26,10.96306291
8099,172,1.72,59,19.94321255
8100,153,1.53,49,20.93212012
8101,173,1.73,32,10.691971
8102,175,1.75,70,22.85714286
8103,156,1.56,88,36.16042078
8104,167,1.67,85,30.47796622
8105,141,1.41,29,14.58679141
8106,144,1.44,66,31.8287037
8107,165,1.65,56,20.56932966
8108,169,1.69,89,31.1613739
8109,151,1.51,81,35.52475769
8110,175,1.75,99,32.32653061
8111,145,1.45,43,20.45184304
8112,169,1.69,82,28.71047932
8113,141,1.41,93,46.77833107
8114,171,1.71,94,32.14664341
8115,173,1.73,71,23.72281065
8116,157,1.57,88,35.70124549
8117,156,1.56,88,36.16042078
8118,145,1.45,55,26.15933413
8119,168,1.68,98,34.72222222
8120,149,1.49,69,31.0796811
8121,177,1.77,35,11.1717578
8122,156,1.56,30,12.32741617
8123,157,1.57,45,18.25631871
8124,157,1.57,33,13.38796706
8125,156,1.56,36,14.79289941
8126,166,1.66,96,34.83814777
8127,143,1.43,38,18.58281579
8128,154,1.54,75,31.62421994
8129,162,1.62,90,34.29355281
8130,157,1.57,35,14.199359
8131,169,1.69,34,11.90434509
8132,146,1.46,89,41.75267405
8133,154,1.54,29,12.22803171
8134,157,1.57,37,15.01075094
8135,143,1.43,85,41.56682478
8136,179,1.79,42,13.10820511
8137,153,1.53,85,36.31082062
8138,156,1.56,81,33.28402367
8139,154,1.54,60,25.29937595
8140,172,1.72,59,19.94321255
8141,172,1.72,39,13.18280151
8142,161,1.61,43,16.58886617
8143,175,1.75,32,10.44897959
8144,157,1.57,49,19.8791026
8145,163,1.63,84,31.61579284
8146,178,1.78,99,31.24605479
8147,172,1.72,91,30.7598702
8148,147,1.47,70,32.39390994
8149,154,1.54,33,13.91465677
8150,157,1.57,30,12.17087914
8151,165,1.65,38,13.95775941
8152,159,1.59,97,38.36873541
8153,143,1.43,99,48.41312534
8154,144,1.44,71,34.23996914
8155,142,1.42,92,45.62586788
8156,148,1.48,44,20.08765522
8157,163,1.63,61,22.95908766
8158,160,1.6,80,31.25
8159,173,1.73,85,28.40054796
8160,148,1.48,44,20.08765522
8161,165,1.65,53,19.46740129
8162,140,1.4,41,20.91836735
8163,163,1.63,39,14.67876096
8164,179,1.79,70,21.84700852
8165,172,1.72,89,30.0838291
8166,161,1.61,79,30.47721924
8167,142,1.42,77,38.18686768
8168,141,1.41,73,36.71847493
8169,169,1.69,98,34.31252407
8170,168,1.68,40,14.1723356
8171,164,1.64,72,26.76977989
8172,179,1.79,59,18.41390718
8173,156,1.56,39,16.02564103
8174,167,1.67,37,13.26687941
8175,145,1.45,32,15.21997622
8176,140,1.4,43,21.93877551
8177,178,1.78,99,31.24605479
8178,152,1.52,91,39.38711911
8179,153,1.53,81,34.60207612
8180,169,1.69,56,19.60715661
8181,143,1.43,100,48.9021468
8182,147,1.47,84,38.87269193
8183,164,1.64,62,23.05175491
8184,172,1.72,94,31.77393186
8185,154,1.54,74,31.20256367
8186,178,1.78,32,10.09973488
8187,154,1.54,53,22.34778209
8188,172,1.72,69,23.32341806
8189,150,1.5,62,27.55555556
8190,176,1.76,94,30.34607438
8191,175,1.75,55,17.95918367
8192,151,1.51,31,13.59589492
8193,173,1.73,28,9.355474623
8194,160,1.6,44,17.1875
8195,148,1.48,79,36.06647188
8196,164,1.64,87,32.34681737
8197,145,1.45,25,11.89060642
8198,180,1.8,35,10.80246914
8199,149,1.49,87,39.18742399
8200,142,1.42,93,46.12180123
8201,153,1.53,71,30.33021487
8202,165,1.65,56,20.56932966
8203,168,1.68,41,14.52664399
8204,154,1.54,100,42.16562658
8205,156,1.56,71,29.17488494
8206,166,1.66,69,25.03991871
8207,173,1.73,100,33.41240937
8208,154,1.54,69,29.09428234
8209,152,1.52,56,24.23822715
8210,164,1.64,30,11.15407496
8211,162,1.62,65,24.76756592
8212,160,1.6,98,38.28125
8213,160,1.6,62,24.21875
8214,146,1.46,68,31.9009195
8215,158,1.58,46,18.42653421
8216,151,1.51,69,30.26183062
8217,143,1.43,35,17.11575138
8218,165,1.65,82,30.11937557
8219,167,1.67,52,18.64534404
8220,169,1.69,66,23.10843458
8221,150,1.5,69,30.66666667
8222,155,1.55,93,38.70967742
8223,141,1.41,50,25.14964036
8224,148,1.48,89,40.63184806
8225,147,1.47,100,46.27701421
8226,166,1.66,49,17.78197126
8227,156,1.56,56,23.01117686
8228,177,1.77,77,24.57786715
8229,172,1.72,86,29.06976744
8230,151,1.51,89,39.03337573
8231,159,1.59,42,16.61326688
8232,162,1.62,91,34.67459229
8233,161,1.61,39,15.04571583
8234,162,1.62,59,22.48132907
8235,146,1.46,64,30.02439482
8236,140,1.4,30,15.30612245
8237,172,1.72,42,14.19686317
8238,165,1.65,90,33.05785124
8239,164,1.64,52,19.33372992
8240,164,1.64,44,16.35930993
8241,164,1.64,27,10.03866746
8242,163,1.63,64,24.08822312
8243,177,1.77,90,28.72737719
8244,177,1.77,89,28.40818411
8245,180,1.8,79,24.38271605
8246,180,1.8,76,23.45679012
